listing_number,price,beds,baths,sq_ft,description,key_details,walkscore
9274690,520000,,1,637,"Fall in Love with this jaw-dropping, fully renovated 637 sf studio in Boston’s iconic West End! Imagine sun-drenched living w/brand-new windows (2022) & stunning wide plank wood floors that glisten underfoot. The luxurious open floor plan is anchored by a dream kitchen, featuring an abundance of cabinetry, quartz counters, recessed lighting & a beautiful kitchen island w/seating + extra storage ~ perfect for hosting unforgettable dinner parties! Indulge in the spa-inspired bath, complete w/a luxe tiled shower & custom dressing area that feels like a five-star escape. Custom-built closets keep your world effortlessly organized. Enjoy 24/7 concierge, on-site mgmt + convenient laundry facilities. Live at the center of it all—just steps to Whole Foods, MGH, Charles River Esplanade, North Station & TD Garden. This unbeatable location connects you to the best dining, shopping, & entertainment Boston offers. Garage parking is available for purchase @ $70K to complete this perfect city haven!",Clock: 15 days on Redfin; Condo: Condo; Wrench: Built in 1967; Ruler: $816 per sq ft; High end tour: $675 monthly HOA fee; Car: 1 garage space; Temperature: Has A/C; Washer: Shared laundry; New construction: West End,Walk: 98/100 Walker's Paradise | Transit: 100/100 Rider's paradise | Bike: 86/100 Very bikeable
12458535,618000,1,1,566,"This rare one-bed apartment in the prime location, with professional management in Longwood Tower just next to Longwood station. All walkable distances to Fenway, Audubon Circle, Kenmore & Longwood Medical Area. Peaceful living environment also close to Whole Foods Market & the prime dining area. The complex featuring great architecture design with solid masonry works. 24 hours Concierge & valet parking service, High end public facilities including grand hall with high cathedral ceiling, Clubhouse, laundry room & 24 hours exercise room. The unit consisted with open floor living spaces, modern kitchen with stainless appliances, ample solid wood cabinets & granite countertop. Beautiful wood floor, the dining room has bay wondows overlooking the garden & views of the Emerald Necklace & Prudeltial Tower, a lot of sunlight in the living room & bedroom. Heated-floor bathroom & a walk-in closet in the bedroom cross from the bath, Central A/C & Heat. Open House Friday 4.30pm-6pm, Sat 1pm-2pm","Clock: 15 days on Redfin; Condo: Condo; Wrench: Built in 1920; Ruler: $1,092 per sq ft; High end tour: $525 monthly HOA fee; Temperature: Has A/C; Washer: Washer hookup; New construction: Brookline",Walk: 74/100 Very Walkable | Transit: 84/100 Excellent transit | Bike: 86/100 Very bikeable
192988770,799000,3,2.5,1570,"Discover unparalleled luxury in this rarely available Jamaicaway Tower townhome, where modern design meets convenience and comfort. This elegant residence boasts an open-concept living & dining area, ideal for both entertaining and everyday living. Floor-to-ceiling glass doors flood the space with natural light and lead to a private, expansive outdoor patio. Offering the feel of a single-family home, this townhome features three spacious bedrooms,two -and-a-half bathrooms, & a versatile den that can function as a home office, family room, or guest bedroom. Nestled in the heart of the Emerald Necklace near Jamaica Pond, this home is close to the Longwood Medical area & downtown Boston. Residents of Jamaicaway Towers and Townhomes enjoy full-service amenities, including onsite management and maintenance, a heated pool, tennis courts, a fitness center, and a library. Engage with a vibrant community through weekly coffee hours, a book club, and cultural activities.","Clock: 15 days on Redfin; Castle: Townhome (co-op); Wrench: Built in 1964; Fence: 4.01 acres; Ruler: $509 per sq ft; High end tour: $3,053 monthly HOA fee; Car: 1 garage spaces (2 total); Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: Jamaica Plain",Walk: 78/100 Very Walkable | Transit: 65/100 Good transit | Bike: 83/100 Very bikeable
55505585,699000,2,2,1310,"Experience luxury living in this beautiful, bright two-bedroom, two-bathroom unit located within the prestigious Jamaicaway Tower Co-Op Building with panoramic views of the Blue Hills, Jamaica Pond & the Boston Harbor. Boasting 1310 square feet of contemporary space, this residence offers unparalleled comfort & style with 24/7 concierge, gym, heated swimming pool, tennis courts, & library. The building is located at the heart of the Emerald Necklace, close to the Longwood Medical Community & downtown. The bright & airy home welcomes you with an open & versatile dining area, expansive living room, & private balcony for relaxation & outdoor enjoyment. Unit features open kitchen/living/dining w/granite island for casual dining and entertaining. Retreat to 2 generously sized bedrooms, including a primary bedroom w/large closet and an ensuite bathroom. Generous built in closets. Jamaica Tower & Townhouses provide residents with full amenities, including onsite management & maintenance.","Clock: 15 days on Redfin; Castle: Condo (co-op); Wrench: Built in 1964; Fence: 4.01 acres; Ruler: $534 per sq ft; High end tour: $2,615 monthly HOA fee; Car: 1 garage space; Temperature: Has A/C; Washer: Shared laundry; New construction: Jamaica Plain",Walk: 78/100 Very Walkable | Transit: 65/100 Good transit | Bike: 83/100 Very bikeable
9146921,749999,3,1,1728,"Presenting a captivating opportunity to own a delightful single-family home nestled in the highly coveted area of Jamaica Plain! This residence features three spacious bedrooms, one bathroom, and a generous 1,728 square feet of living space, offering ample room for your creative vision. Situated in a desirable location, this property awaits the discerning buyer to bring their unique touch and transform it into an idyllic home. Seize this extraordinary chance to own a slice of Jamaica Plain's vibrant and thriving community! 66 Round Hil St. to be sold as-is. Please get in touch with our team for more details.","Clock: 15 days on Redfin; House: Single-family; Wrench: Built in 1900; Fence: 3,128 sq ft lot; Ruler: $434 per sq ft; Car: 1 garage spaces (3 total); New construction: Jamaica Plain",Walk: 92/100 Walker's Paradise | Transit: 75/100 Excellent transit | Bike: 86/100 Very bikeable
9268817,699000,1,1,650,"Bright and airy garden level 1 bedroom condominium with single deeded parking space in ideal Back Bay West location. This unit has a modern kitchen with separate dining area, maple cabinetry and granite counters with large breakfast bar. Hardwood floors throughout the hyper efficient layout. Ductless HVAC in living room and marble tiled bathroom. Bedroom is ample size and has good closet space. Professionally managed, pet friendly building with elevator access to an unparalleled common roof deck that has panoramic river & Back Bay views, and is fully outfitted with Weber grill and furnishings. Additional deeded storage area and phone based intercom system. Centrally located just outside the heart of bustling Kenmore Square, encompassing the best of both Back Bay and Fenway. Close to the T, Esplanade, BU & Fenway.","Clock: 15 days on Redfin; Condo: Condo; Wrench: Built in 1895; Ruler: $1,075 per sq ft; High end tour: $480 monthly HOA fee; Car: 1 parking space; Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: The Fenway",Walk: 96/100 Walker's Paradise | Transit: 87/100 Excellent transit | Bike: 92/100 Biker's paradise
9194007,1775000,5,3,2057,"Opportunity strikes in vibrant South Boston! This 2 family gem holds THREE coveted parking spots (Southie gold!) and offers 2 spacious units: Unit 1 features 2 beds, 1 bath, and 850 sq ft, was renting for $3500/mo. Unit 2 is a sunny BILEVEL beauty with 3 beds, 2 baths, and 1207 sq ft, renting for $5000/mo (lease end: 8/31/25). Both units have private decks & in unit laundry! PARKING brings in an additional $325-400 per spot/month bringing the total rent roll to $9700 at full capacity! Unbeatable location: 0.2 miles to the beach, conveniently on a bus route and perfectly situated in the middle of all Southie has to offer while still enjoying the feels of East side residential living. Seller has drawn plans available for a rear expansion, potentially adding 1,689 sq ft and converting the third floor into a 3rd unit! Plans have not yet been permitted. Don’t miss out on this prime property with immense potential! Can also be sold as condos.","Clock: 15 days on Redfin; Multi family: Multi-family (2-4 unit); Wrench: Built in 1900; Fence: 3,750 sq ft lot; Ruler: $863 per sq ft; Car: 3 parking spaces; Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: Boston",Walk: 58/100 Somewhat Walkable | Transit: 49/100 Some transit | Bike: 76/100 Very bikeable
9274805,814000,2,2,1285,"Move-in ready & exquisitely renovated, this home is nestled in one of Boston’s most sought-after locations! The chef’s kitchen is a culinary dream with custom cabinetry, quartzite countertops, glass tile backsplash & stainless steel appliances. Enjoy custom closets, new doors, updated bathrooms, & pristine new flooring. Experience unparalleled convenience with 24-hour concierge service, professionally landscaped green spaces & meticulously manicured gardens. Hawthorne Place Condominium boasts a financially robust association with on-site management. Steps from Mass General Hospital, MEEI, premier shopping, dining, TD Garden, HUB on Causeway, AMC Theatre, Whole Foods, Star Market, Beacon Hill, North End, Faneuil Hall, and Downtown. Seamless access to highways, T lines, commuter rail, EZ Ride, Partners Shuttle, and the scenic Charles River Esplanade. Nearby amenities include gym, pool, & tennis courts. One garage parking space available for $70,000. Embrace the lifestyle you deserve!","Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 1967; Ruler: $633 per sq ft; High end tour: $1,461 monthly HOA fee; Car: 1 garage space; Temperature: Has A/C; Washer: Shared laundry; New construction: West End",Walk: 98/100 Walker's Paradise | Transit: 100/100 Rider's paradise | Bike: 86/100 Very bikeable
181891156,819000,2,2,1049,"Discover the coveted urban living experience in this Eastie penthouse condo! Built in 2021, this unit offers 1,049 SF featuring 2 bedrooms, 2 baths, and deeded covered parking spot. Enter into open-concept kitchen/ living/ dining area, highlighted by a large picture window + access to private balcony. Stylish alcove kitchen w/ a 4-person island, Quartz countertops, SS appliances, a gas stove, and modern white shaker cabinets + pantry. The spacious living area is perfect for both relaxation and productivity, inviting you to enjoy coffee on the balcony. The primary suite impresses w/ tiled shower and double vanities, a sun-filled bedroom, and three built-in closets. Second bedroom has a convenient Murphy bed and double closet, ideal for guests. Additional highlights include an in-unit washer/dryer, Nest thermostat, hw flooring, and energy-efficient heat and A/C. Located equidistant from Maverick and Airport stations for easy commute, blocks to Greenway, Shipyard and Harborfront fun!","Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 2021; Fence: 3,145 sq ft lot; Ruler: $781 per sq ft; High end tour: $366 monthly HOA fee; Car: 1 parking space; Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: East Boston's Jeffries Point",Walk: 87/100 Very Walkable | Transit: 79/100 Excellent transit | Bike: 77/100 Very bikeable
186044791,1950000,,1,596,"Welcome to Residence Unit 25D at the prestigious Raffles Hotel Residences in Boston! This luxurious abode offers an unparalleled living experience with it's efficient layout, designed to live as a One bedroom, with it's own separate sleeping area, living areas, 4 piece bathroom, and breathtaking unobstructed views of the Charles River. Residents enjoy access to 24-hour concierge service, a state-of-the-art fitness center, Raffles five dining options. Additionally, the building offers multiple cozy gathering spaces, including the signature Writers Lounge, Residents’ Library, Sports Lounge, Secret Garden Tea Room, and Tasting Kitchen & Lounge, along with a renowned Guerlain Spa, 20-meter pool, indoor dog run and much more!","Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 2022; Ruler: $3,272 per sq ft; High end tour: $980 monthly HOA fee; Temperature: Has A/C; Washer: Shared laundry; New construction: Boston",Walk: 99/100 Walker's Paradise | Transit: 97/100 Rider's paradise | Bike: 85/100 Very bikeable
9122233,1100000,4,3.5,3498,"2 family in Sunnyside location ******Separate building has potential for in-law offering 1 bdrm , living room and finished basement. Close to public transportation and shopping Buyer to do their own due diligence. Seller makes no warranties or representations.","Clock: 16 days on Redfin; Multi family: Multi-family (2-4 unit); Wrench: Built in 1910; Fence: 5,663 sq ft lot; Ruler: $314 per sq ft; Car: 3 parking spaces; New construction: Hyde Park",Walk: 63/100 Somewhat Walkable | Transit: 54/100 Good transit | Bike: 57/100 Bikeable
9112043,1150000,5,3,2817,"***INVESTMENT OPPORTUNITY*** Well maintained Jeffries Point Three unit investment comprised of (1), 1-bedroom/1-bathroom unit, and (2) 2-bedroom/1-bathroom units. Prominently positioned in the vibrant Jeffries Point neighborhood of East Boston. This Property presents a unique opportunity to acquire a fully leased core asset in an exceptional urban-infill location within one of the nation's most robust real estate markets. Fully leased with laundry room in the basement, and below market rents. Opportunity to dramatically increase the cash flow by achieving market rents through cosmetic renovations, expansion of living space into the basement, potential roof deck addition and strategic lease renewals. The Property is separately metered for electricity, which the tenants pay directly. The landlord is responsible for common area electric, and domestic water and sewer. Closing to take place in January 2025.","Clock: 16 days on Redfin; Multi family: Multi-family (2-4 unit); Wrench: Built in 1900; Fence: 1,100 sq ft lot; Ruler: $408 per sq ft; New construction: East Boston's Jeffries Point",Walk: 92/100 Walker's Paradise | Transit: 75/100 Excellent transit | Bike: 72/100 Very bikeable
179374654,540000,1,1,582,"2021 Construction ready for you to move in and call home! Strategically located in Upham's Corner, this 1br 1bath condo is just .7 miles from South Bay, .5 miles to I-93 .3 miles from Upham's Corner Station, and 4 miles from Downtown Center. Coupled with attached garage parking this is a commuters dream. Walk in and immediately be wowed by the vaulted ceiling and open concept layout. Entertaining will be a breeze in your expansive kitchen with quartz island with built in charger, white shaker cabinets, stainless steel appliances, chimney hood, and open shelving. Enjoy private outdoor space with your private deck off your living room. Kick back and relax in this true primary suite with en-suite bath. To top it off this has central air, and in-unit laundry! This condo is professionally managed, there is nothing to do but move in! Call to schedule a viewing today!",Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 2021; Ruler: $928 per sq ft; High end tour: $303 monthly HOA fee; Car: 1 garage spaces (2 total); Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: Dorchester's Uphams Corner,Walk: 87/100 Very Walkable | Transit: 69/100 Good transit | Bike: 72/100 Very bikeable
9314782,1279000,3,3,1978,"Get ready to entertain in this stunning Victorian duplex condominium, centrally located in the heart of SB, steps away from the Broadway Shops and a few minutes to the Seaport/Financial District, this spacious (1,978 SF) 3+ bedroom, 3-bath condo offers the feel of a single-family residence with a wrap-around covered deck and a large private yard. The main level, with its superb layout and period detail, including 11' ceilings, custom molding, mahogany hardwood floors, and a granite stone fireplace, is a perfect space for entertaining. The sun-filled chef's kitchen, equipped with Monogram statement appliances, granite countertops with a designer backsplash, a commercial-grade hood, and two-tone cabinets, is a delight for any culinary enthusiast. The home office, which leads to the rear deck, can easily be converted to a fourth bedroom. The lower level, with full-size windows, houses three spacious bedrooms, including the primary en-suite bedroom with two custom cedar closets.","Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 1890; Fence: 1,978 sq ft lot; Ruler: $647 per sq ft; High end tour: $350 monthly HOA fee; Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: South Boston",Walk: 94/100 Walker's Paradise | Transit: 56/100 Good transit | Bike: 62/100 Bikeable
11509822,3175000,2,2,1700,"Welcome to the epitome of refined living at the prestigious Four Seasons in the heart of the Back Bay. This exquisite residence offers a harmonious blend of sophistication & comfort. Enter the unit to an expansive living & dining area perfect for entertaining. This unit features an oversized primary suite w/ custom closets & ensuite primary bath. The second bedroom works perfectly for guests, a home-office, or an extension of your living area. Large, south facing windows invite streaming sunlight throughout. The large, elegant kitchen includes a breakfast bar, seated office nook and ample storage and cooking space. Immerse yourself in the elegance of a full-service building, complete with 24-hr concierge, doorman, valet parking, serene indoor pool, fitness center, & spa. Perfectly positioned across from the iconic Boston Common & just one block from the vibrant Newbury Street this prime location offers unparalleled access to the city's finest dining, shopping, and cultural experiences.","Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 1985; Fence: 1,700 sq ft lot; Ruler: $1,868 per sq ft; High end tour: $3,868 monthly HOA fee; Car: 1 garage space; Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: Back Bay",Walk: 98/100 Walker's Paradise | Transit: 100/100 Rider's paradise | Bike: 80/100 Very bikeable
9257990,1175000,2,2,887,"Offering a beautiful 2 bedroom, 2 bath, fully renovated condominium with a private patio on the desirable South Slope of Beacon Hill. Numerous features include exposed brick, hardwood floors throughout, a mini-split ac system and an in-unit washer and dryer. The wonderful chef's kitchen has stunning vein-cut Danby marble from Vermont for the counter tops and custom cabinetry from Metropolitan Kitchens. Adjacent to the kitchen is a generously proportioned living room with dining area that leads to a wonderful private patio via sliding glass doors. The primary bedroom has an en-suite bathroom with full soaking tub surrounded by additional Danby marble.The second bathroom has a custom tile shower and is conveniently located near the second bedroom and kitchen.This wonderful condo is a short walk to Whole Foods, shopping on Charles Street and public transportation. **Professional photos coming soon.**","Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 1880; Fence: 887 sq ft lot; Ruler: $1,325 per sq ft; High end tour: $304 monthly HOA fee; Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: Beacon Hill",Walk: 99/100 Walker's Paradise | Transit: 100/100 Rider's paradise | Bike: 60/100 Bikeable
192976048,1249000,2,2,1120,"Welcome to Unit #403 at Trimount Place – Your Sunlit South Boston Retreat! Step into this gorgeous corner unit where natural light pours through every window, filling the space with warmth. At 1,120 sq. ft., this open-concept home offers a seamless flow from a beautifully designed gourmet kitchen, complete with custom cabinetry and sleek quartz countertops, to a spacious living area perfect for relaxation or entertaining. Unit #403 shines with its abundance of natural sunlight and curved corner that creates a welcoming, airy atmosphere and stunning City views. With two bedrooms and two bathrooms, you’ll enjoy both privacy and comfort, all accentuated by the elegance of white oak hardwood floors and refined details throughout. Life at Trimount Place means access to premium amenities, including roof decks, a sky lounge, a fitness center, and even a pet spa. Plus, you're surrounded by the vibrant energy of South Boston! This isn't just a home—it’s a lifestyle. Ready to experience it?","Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 2024; Ruler: $1,115 per sq ft; High end tour: $610 monthly HOA fee; Car: 1 garage spaces (2 total); Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: South Boston",Walk: 92/100 Walker's Paradise | Transit: 69/100 Good transit | Bike: 76/100 Very bikeable
166865172,1990000,4,3,2147,"Spectacular condominium residence with excellent Fenway location near Audubon Circle on the border of Back Bay and Brookline. Completely renovated in 2019, this tasteful duplex residence offers 2,147 square feet of beautifully finished living space. Enter to a sun filled living and dining area overlooking Park Drive from large bowfront windows and complete with an elegant gas fireplace. Beyond the dining area is the chef’s kitchen equipped with high-end appliances, marble countertops and an oversized island. Down the hall is the guest suite with fabulous sunroom that could also function as a family room/home office. The garden level features 3 more bedrooms including the spacious primary suite. Superb location offers every urban convenience and is within easy walking distance to Fenway Park, Kenmore Square, Emerald Necklace Parks, Longwood Medical Center, cultural and academic institutions, shops, restaurants and public transportation. Complete with 1 full direct access parking space.",Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 1900; Ruler: $927 per sq ft; High end tour: $400 monthly HOA fee; Car: 1 parking space; Temperature: Has A/C; New construction: The Fenway,Walk: 97/100 Walker's Paradise | Transit: 86/100 Excellent transit | Bike: 91/100 Biker's paradise
9074635,2650000,12,6,5376,"Presenting 12 Ashland Street, in historic and desirable Clam Point. This stabilized 6 unit multi-family property is a great opportunity for investor looking to increase their portfolio or for someone who may look long term to a condo development. A true pleasure to show, rents were all just brought to $2650 with 4 of the 6 being leased up summer 2024 with new tenants! Just a short 1/2 mile to the Fields Corner Red line and a hop, skip and jump to 93-Expressway. The location is an unmatched and enviable mix of residential areas, parks and access to waterfront along with great, diverse dining options. Experience the charm, convenience and value of this asset for yourself. Reach out to arrange a visit!","Clock: 16 days on Redfin; Multi family: Multi-family (5+ unit); Wrench: Built in 1910; Fence: 3,867 sq ft lot; Ruler: $493 per sq ft; New construction: Boston",Walk: 80/100 Very Walkable | Transit: 61/100 Good transit | Bike: 65/100 Bikeable
171033323,670000,2,2,1027,"Nestled on a quiet side street, this stunning 2020 construction in the vibrant Lower Mills area of Milton offers 2 bedrooms, 2 bathrooms, and 1,027 square feet of stylish and comfortable living space. As you walk in, you'll be greeted by an open and bright living area with beautiful stained oak hardwood floors. The modern kitchen comes equipped with quartz counter tops, white shaker cabinets, and sleek stainless steel appliances. The primary bedroom has a roomy walk-in closet and a chic ensuite bathroom with designer tiles and sleek fixtures. Just off the kitchen, the balcony is perfect for reading or sipping your morning coffee. The second bedroom works great as an office or guest room. The other full bathroom contains a tub/shower combo and classic white subway tiles. In-unit stackable washer/dryer for added convenience. Deeded garage parking, central air, and a private storage room complete this offering. Close to the Red Line T, restaurants, cafés, and the Neponset River Trail!",Clock: 16 days on Redfin; Townhouse: Townhome; Wrench: Built in 2020; Ruler: $652 per sq ft; High end tour: $250 monthly HOA fee; Car: 1 garage space; Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: Milton Hill,Walk: 86/100 Very Walkable | Transit: 62/100 Good transit | Bike: 61/100 Bikeable
9110532,1099918,5,3,3561,"Discover the potential of this investment gem, featuring 5 bedrooms and 3 bathrooms across 3,089 square feet, all set on a generous 6,250 square foot lot. While it may need some TLC, this diamond in the rough is ready for your creative vision. Inside, you'll find high ceilings, stunning woodwork with built-ins, and a blend of hardwood, tile, vinyl, and carpet flooring. The finished rooms in the basement maximize the rentable space available. With off-street parking included, you'll never have to worry about finding a spot & located on a quiet dead-end street just blocks from the Orient Heights T-station. Perfectly poised for the savvy investor or those seeking an expansive living space, this opportunity is ready to be seized today.","Clock: 16 days on Redfin; Multi family: Multi-family (2-4 unit); Wrench: Built in 1900; Fence: 6,250 sq ft lot; Ruler: $309 per sq ft; Car: 3 parking spaces; Washer: In-unit laundry (washer and dryer); New construction: East Boston's Orient Heights",Walk: 72/100 Very Walkable | Transit: 60/100 Good transit | Bike: 60/100 Bikeable
39913440,2999000,3,3,2130,"Stunning and meticulous gut renovation of a combined unit at the W Residences. Residence 16 C&D is 3+ bedrooms, 3 bathroom home with floor-to-ceiling windows, deeded storage and 2 Valet parking spaces. From the sleek concrete slab entryway to the custom Miele coffee bar, no detail was overlooked in this unique and impressive home. Designer styled kitchen and dining room feature an oversized Calacatta Quartz island, Silestone Suede Quartz backsplash/countertops, high end appliances and a built-in bar with custom Italian cabinetry, wine refrigerator and beverage drawers. Elegance flows into the sun-filled living room with French Oak Chevron flooring, water vapor fireplace and floor-to-ceiling windows overlooking Boston's dynamic cityscape. A tucked away den, with a built in desk, adds a separate area to work or unwind. Primary bedroom features a custom walled lacquer bed and frame, a wall of custom built-in cabinetry and a spa-like porcelain ensuite bath.","Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 2009; Fence: 9,999 sq ft lot; Ruler: $1,408 per sq ft; High end tour: $2,894 monthly HOA fee; Car: 2 garage spaces; Temperature: Has A/C; New construction: Back Bay",Walk: 99/100 Walker's Paradise | Transit: 100/100 Rider's paradise | Bike: 77/100 Very bikeable
66079632,1900000,2,2,1119,"This modern two-bedroom, two-bathroom home features striking details that are sure to capture your attention. Nestled within the coveted Mandarin Oriental in Back Bay, this residence offers a prime location on Boylston Street, allowing you to indulge in the city's finest restaurants and shops while providing easy access to all of Boston. As you step into this seventh-floor home, you're welcomed by beautiful hardwood floors and designer finishes throughout, including custom Italian lacquered cabinets and exquisite hand-carved marble countertops with a matching backsplash. The primary suite boasts two closets and an en-suite bath complete with dual sinks, a walk-in spa shower, and a spacious back-lit mirror. The open-concept living and dining area is beautifully framed by a streamlined kitchen equipped with wolf and sub-zero appliances. Large windows flood the space with natural light, offering iconic views of some of Boston's most notable buildings. Valet Garage Parking Available.","Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 2007; Ruler: $1,698 per sq ft; High end tour: $3,321 monthly HOA fee; Car: 1 garage space; Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: Back Bay",Walk: 99/100 Walker's Paradise | Transit: 97/100 Rider's paradise | Bike: 83/100 Very bikeable
192971527,845000,3,2,972,"Welcome to Egleston Square. 2019 Renovation 3 Bedroom (4 bedroom split ) in heart of Jamaica Plain. Rented until 8/31/2025 at $3900 with 1 parking spot at $100/mo (no lease) and 1 additional available for rent. Unit includes all parking & driveway rights(4-5 cars can fit with blocking or 2-3 without blocking). Deeded exclusive use of attic plus basement storage. Attic is unfinished but with a little TLC would make a great office or artist workshop and the condo docs permit the owner to expand living area with city approval. Kitchen features granite counter-tops, stainless steel appliances, lots of cabinet/storage space, wood flooring, central heat/AC, built in new microwave, LED lighting, Washer/Dryer in unit, and 2 renovated bathrooms. Conveniently located near Sam Adams brewery, Stoney Brook T Station , Wholefoods, Jamaica Pond, and a short commute to longwood medical area/ Fenway / Back Bay.",Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 1900; Ruler: $869 per sq ft; High end tour: $263 monthly HOA fee; Car: 5 parking spaces; Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: Jamaica Plain,Walk: 90/100 Walker's Paradise | Transit: 75/100 Excellent transit | Bike: 88/100 Very bikeable
9174541,849000,6,2,2308,"Charming Two-Family Home in Roslindale – Prime Location and Corner Lot! Welcome to this inviting two-family home situated on a desirable corner lot in Boston’s vibrant Roslindale neighborhood! With off-street parking and an unbeatable location just moments from Roslindale Village, this property offers both convenience and charm, making it an ideal investment or owner-occupied opportunity. Each unit features three bedrooms and one full bathroom while boasting a generous floor plan with ample living space & great natural light complete with enclosed porches perfect for seasonal dining or get togethers. Stroll to an array of shops, restaurants, parks, and public transportation options, making it easy to enjoy everything this charming community has to offer. With its prime location, ample space, and corner lot advantages, this two-family home is must-see! Schedule your showing today and discover the possibilities this property holds! Group showings will begin on Sunday.","Clock: 16 days on Redfin; Multi family: Multi-family (2-4 unit); Wrench: Built in 1955; Fence: 5,000 sq ft lot; Ruler: $368 per sq ft; Car: 3 parking spaces; Washer: Washer hookup; New construction: Roslindale",Walk: 78/100 Very Walkable | Transit: 60/100 Good transit | Bike: 51/100 Bikeable
148424173,1850000,2,2,1197,"Welcome to your urban sanctuary at 99 Sumner St #621, on the waterfront in Jeffries Point. This exquisite penthouse features 2 bedrooms + den, 2 baths, & 1,197 square feet of beautifully designed living space, complete with 2 garage parking spaces & 2 storage units. Step inside to find an open-concept layout that flows effortlessly, perfect for entertaining. The kitchen boasts Bosch appliances, quartz countertops, & upgraded cabinetry, all enhanced by hardwood flooring. Enjoy breathtaking views of the city & Boston Harbor from your private balcony. Living at The Mark means embracing luxury and convenience. This full-service building offers 24-hour concierge, private terrace, fireplace lounge, & billiards lounge, along with a fitness center & pet spa. Whether you want to relax with a book in the library or host a meeting in the conference room, everything you need is at your fingertips. Downtown Boston is minutes away via the Blue Line at Maverick Station, the ferry, or a quick drive!","Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 2021; Ruler: $1,546 per sq ft; High end tour: $1,514 monthly HOA fee; Car: 2 garage spaces; Temperature: Has A/C; New construction: East Boston's Jeffries Point",Walk: 91/100 Walker's Paradise | Transit: 72/100 Excellent transit | Bike: 71/100 Very bikeable
39913262,2488000,2,2.5,1871,"W Residences, welcome to the highly sought-after, three-corner ""G"" residence. This 2 bed 2.5 bath unit offers dramatic views of the Boston Common, Charles River & Boston Harbor with panoramic, floor-to-ceiling windows. Perfect for entertaining, unit has an oversized living & chef's kitchen clad with premium finishes & fixtures including granite counter, Wolf & Sub-Zero appliances. Gorgeous hardwood & bamboo floors radiate throughout. Adding privacy for its residents with its split ensuite bedrooms floor plan, the unit also has a beautifully appointed primary suite with built-in closets, soaking tub & dual vanity. Includes in-unit laundry, private storage unit & one valet parking space. Enjoy access to all the luxurious amenities of the W Hotel, including 24-hour concierge, doorman service, private lobby entry, fitness centre, salon & gourmet in-room dining. Walking distance to top-rated dining, shopping, the T, Commons, universities, theatres & more!","Clock: 16 days on Redfin; Condo: Condo; Wrench: Built in 2009; Ruler: $1,330 per sq ft; High end tour: $2,461 monthly HOA fee; Car: 1 garage space; Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: Theatre District",Walk: 99/100 Walker's Paradise | Transit: 100/100 Rider's paradise | Bike: 77/100 Very bikeable
39912392,4299000,4,3.5,2845,"Discover the epitome of urban luxury living in this exquisite penthouse located in Fort Point, just moments away from Boston's vibrant Seaport district. Boasting unparalleled sun exposure on three sides, this stunning residence offers a rare blend of contemporary elegance and historic charm. Spanning across 2 levels; 13 foot ceilings with 3 bed plus den & 3.5 baths & the added convenience of a deeded parking space & elevator access, this professionally managed building ensures both comfort and style. The penthouse features two private roof decks, perfect for entertaining or enjoying breathtaking city views. Inside, the open floor plan is accentuated by an abundance of windows that flood the space with natural light, highlighting the modern interior finishes against the backdrop of classic brick buildings. This is a unique opportunity to experience urban living at its finest, where every detail has been meticulously crafted to create a harmonious blend of luxury and convenience.","Clock: 17 days on Redfin; Condo: Condo; Wrench: Built in 1890; Ruler: $1,511 per sq ft; High end tour: $677 monthly HOA fee; Car: 1 garage spaces (2 total); Temperature: Has A/C; Washer: In-unit laundry (washer and dryer); New construction: Seaport District",Walk: 81/100 Very Walkable | Transit: 93/100 Rider's paradise | Bike: 74/100 Very bikeable
